Airline,Source,Destination,Stops,Info,Day,Month,Total Distance,Duration Total,Price
Air India,CCU,BLR,1,,6,5,3022.67,900,10203
Jet Airways,DEL,COK,1,1.0,21,5,2201.6,1380,12898
Jet Airways,CCU,BLR,1,,12,5,2500.36,1500,13941
IndiGo,DEL,COK,1,,18,5,2201.6,600,7503
Jet Airways,DEL,COK,1,,1,6,2201.6,600,14714
IndiGo,DEL,COK,1,,24,6,2084.71,240,5054
GoAir,BLR,DEL,0,,15,3,1709.71,120,8722
Jet Airways,CCU,BLR,1,1.0,6,5,2500.36,1620,8586
Air India,BLR,DEL,0,,9,6,1709.71,120,5228
Air India,BOM,HYD,0,,9,5,623.54,60,3100
IndiGo,DEL,COK,0,,1,6,2048.6,180,6541
Multiple carriers,DEL,COK,1,,21,5,2201.6,480,8266
IndiGo,DEL,COK,1,,3,6,2201.6,360,6628
Jet Airways,CCU,BLR,1,1.0,21,5,2500.36,720,9663
Jet Airways,CCU,BLR,1,1.0,12,6,2500.36,360,9899
IndiGo,DEL,COK,2,,27,3,2292.0699999999997,960,6223
IndiGo,CCU,BLR,1,,9,6,1662.88,300,5380
Multiple carriers,DEL,COK,1,,6,6,2201.6,780,7740
Jet Airways,CCU,BLR,1,1.0,12,6,2500.36,780,9899
Jet Airways,BLR,DEL,0,1.0,18,5,1709.71,120,5198
Jet Airways,DEL,COK,2,1.0,27,3,2232.34,1380,9254
Jet Airways,CCU,BLR,1,,18,5,2500.36,1200,14388
Vistara,CCU,BLR,1,,6,5,3022.67,1500,8137
Air India,DEL,COK,2,,9,5,4043.05,1380,13591
SpiceJet,CCU,BLR,1,,12,5,2408.53,420,8479
Jet Airways,CCU,BLR,1,1.0,15,5,2500.36,1380,10844
Air India,CCU,BLR,1,,12,6,3022.67,1560,10203
IndiGo,DEL,COK,1,,12,6,2084.71,480,6938
Multiple carriers,DEL,COK,1,,15,6,2084.71,720,9646
IndiGo,DEL,COK,1,,1,6,2201.6,300,6593
Vistara Premium economy,MAA,CCU,0,,1,3,1387.26,120,9125
Multiple carriers,DEL,COK,1,,15,5,2201.6,600,7670
Air India,CCU,BLR,2,,6,6,3023.86,480,15894
Jet Airways,CCU,BLR,1,1.0,15,5,2538.47,420,5608
GoAir,DEL,COK,1,,21,5,2247.8900000000003,300,5842
SpiceJet,DEL,COK,1,,27,3,2130.78,240,4466
IndiGo,MAA,CCU,0,,24,6,1387.26,120,3597
Jet Airways,BLR,DEL,1,,18,3,1971.87,660,13555
Air India,DEL,COK,1,,3,6,2201.6,540,10979
Jet Airways,DEL,COK,2,,18,5,2206.24,780,15129
Air India,DEL,COK,0,,21,3,2048.6,180,5674
Vistara,BLR,DEL,0,,27,4,1709.71,120,5613
SpiceJet,CCU,BLR,0,2.0,24,3,1547.27,120,5725
IndiGo,BLR,DEL,0,,9,3,1709.71,120,10067
SpiceJet,BLR,DEL,0,2.0,12,4,1709.71,120,4885
Air India,DEL,COK,1,,9,6,2278.33,1620,7690
IndiGo,DEL,COK,1,,3,3,2201.6,300,8258
Multiple carriers,DEL,COK,1,,12,6,2201.6,840,7408
Jet Airways,CCU,BLR,1,1.0,24,5,2500.36,720,10844
Jet Airways,DEL,COK,2,1.0,21,3,3860.0299999999997,1560,8728
IndiGo,DEL,COK,1,,24,6,2201.6,540,5894
Air India,CCU,BLR,0,,12,3,1547.27,120,4435
Jet Airways,BOM,HYD,0,1.0,21,5,623.54,60,4050
IndiGo,CCU,BLR,0,,15,4,1547.27,120,4174
Air India,DEL,COK,1,,27,3,2278.33,1380,5957
Jet Airways,CCU,BLR,1,,9,6,3022.67,1680,12692
IndiGo,BLR,DEL,0,,24,3,1709.71,120,7303
Air India,CCU,BLR,1,,1,5,1662.88,960,6117
IndiGo,DEL,COK,0,,12,5,2048.6,180,6015
Air India,CCU,BLR,2,,9,6,2573.87,1200,11642
Multiple carriers,DEL,COK,1,,18,5,2201.6,720,7564
IndiGo,BLR,DEL,0,,24,4,1709.71,180,4823
IndiGo,DEL,COK,1,,27,6,2084.71,660,6442
Air India,CCU,BLR,1,,9,6,1662.88,960,6327
Air India,DEL,COK,1,,27,3,2077.09,1320,7416
Air India,DEL,COK,2,,27,5,2671.33,1440,14588
Multiple carriers,DEL,COK,1,,12,6,2201.6,900,7198
Air India,DEL,COK,1,,27,6,2201.6,720,8669
IndiGo,DEL,COK,1,,9,6,2201.6,840,6093
Air India,CCU,BLR,2,,9,5,3023.86,1320,15107
Air India,DEL,COK,1,,18,5,2201.6,1320,8372
Jet Airways,CCU,BLR,1,1.0,1,4,2500.36,840,7064
Vistara,CCU,BLR,1,,24,3,3022.67,900,12732
SpiceJet,MAA,CCU,0,,27,6,1387.26,120,3597
IndiGo,BLR,DEL,0,,24,3,1709.71,180,7303
Air India,CCU,BLR,2,,6,6,3045.77,840,10991
Air India,BLR,DEL,1,,9,3,1888.68,1440,10321
IndiGo,BLR,DEL,0,,6,6,1709.71,120,3943
IndiGo,DEL,COK,1,,21,5,2278.33,300,5636
IndiGo,CCU,BLR,1,,9,4,1662.88,240,4268
Jet Airways,DEL,COK,2,,9,6,2206.24,780,13014
Multiple carriers,DEL,COK,1,,9,5,2201.6,720,13727
IndiGo,CCU,BLR,0,,9,4,1547.27,120,4174
Air India,DEL,COK,2,,27,3,2206.24,420,10493
IndiGo,DEL,COK,1,,21,5,2201.6,600,6794
IndiGo,CCU,BLR,1,,12,5,2300.57,300,7228
Jet Airways,BLR,DEL,1,,1,3,1971.87,660,26890
Multiple carriers,DEL,COK,1,,1,6,2084.71,540,7038
Jet Airways,CCU,BLR,1,1.0,1,4,2500.36,1500,7064
Jet Airways,CCU,BLR,1,1.0,24,3,2500.36,1560,10031
Jet Airways,CCU,BLR,1,1.0,6,5,2500.36,480,9663
Air Asia,BLR,DEL,0,,1,5,1709.71,120,4483
Jet Airways,BLR,DEL,0,1.0,3,6,1709.71,180,5769
IndiGo,CCU,BLR,0,,24,4,1547.27,120,4804
Air India,CCU,BLR,0,,15,5,1547.27,120,4145
Air India,CCU,BLR,0,,18,5,1547.27,120,4880
SpiceJet,MAA,CCU,0,2.0,6,6,1387.26,120,3543
Jet Airways,BLR,DEL,1,3.0,1,3,1971.87,720,27992
IndiGo,DEL,COK,1,,9,5,2201.6,780,7191
Vistara,BLR,DEL,0,,1,4,1709.71,120,5403
Jet Airways,DEL,COK,2,1.0,9,6,2335.87,420,15812
Jet Airways,BLR,DEL,0,1.0,9,4,1709.71,180,4544
Air Asia,DEL,COK,1,,3,6,2077.09,300,11410
IndiGo,MAA,CCU,0,,3,5,1387.26,120,4332
Jet Airways,BLR,DEL,0,1.0,15,4,1709.71,180,4544
IndiGo,CCU,BLR,1,,24,5,1654.62,240,4226
Air India,CCU,BLR,0,,3,6,1547.27,120,4145
Multiple carriers,DEL,COK,1,,27,6,2201.6,540,14848
IndiGo,BLR,DEL,0,,3,4,1709.71,120,3419
Jet Airways,BLR,DEL,0,,24,3,1709.71,180,7229
SpiceJet,DEL,COK,1,,3,6,2130.78,240,5830
Jet Airways,BLR,DEL,1,1.0,18,3,1971.87,1020,10972
Jet Airways,CCU,BLR,1,,24,3,2500.36,780,14231
Jet Airways,CCU,BLR,1,1.0,9,6,2500.36,1440,10844
SpiceJet,CCU,BLR,1,,12,5,2311.75,420,11468
Air Asia,CCU,BLR,0,,18,5,1547.27,120,4409
Jet Airways,DEL,COK,2,,27,6,2600.67,1320,13376
IndiGo,BLR,DEL,0,,21,6,1709.71,120,4077
Jet Airways,CCU,BLR,1,,9,5,3022.67,660,13067
IndiGo,BLR,DEL,0,,6,6,1709.71,120,4823
Multiple carriers,DEL,COK,1,1.0,9,3,2201.6,720,14817
IndiGo,MAA,CCU,0,,24,3,1387.26,120,4326
Multiple carriers,DEL,COK,1,,3,3,2201.6,840,15603
Air India,CCU,BLR,2,,24,3,3664.88,1800,13885
Jet Airways,BLR,DEL,1,,6,3,1971.87,1260,17261
Multiple carriers,DEL,COK,3,,9,6,2313.05,540,15629
Air India,CCU,BLR,2,,6,5,1683.75,1140,6117
Jet Airways,DEL,COK,2,,24,6,2263.95,1740,12819
Multiple carriers,DEL,COK,1,,27,5,2201.6,420,13377
Jet Airways,BLR,DEL,1,,1,3,1971.87,480,26890
IndiGo,BLR,DEL,0,,15,5,1709.71,120,3419
Air India,CCU,BLR,2,,15,5,3664.88,780,14960
Air India,BOM,HYD,0,,3,3,623.54,60,11185
Air India,DEL,COK,1,,27,5,2201.6,1440,8372
Jet Airways,DEL,COK,1,1.0,6,6,2201.6,600,10262
Air India,CCU,BLR,2,,12,6,3097.4700000000003,1200,11542
SpiceJet,CCU,BLR,1,,3,4,1654.62,300,4649
Jet Airways,BOM,HYD,0,,9,3,623.54,60,5678
SpiceJet,BLR,DEL,0,,1,6,1709.71,120,3971
Multiple carriers,DEL,COK,1,,3,6,2084.71,540,7878
Jet Airways,DEL,COK,2,,27,6,2206.24,780,13014
IndiGo,BLR,DEL,0,,1,5,1709.71,120,4423
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,840,10262
Vistara,BLR,DEL,0,,27,5,1709.71,120,4668
Jet Airways,CCU,BLR,1,1.0,21,5,2500.36,1260,10844
Jet Airways,DEL,COK,2,1.0,24,6,2206.24,1080,10368
IndiGo,BLR,DEL,0,,21,4,1709.71,120,4591
IndiGo,DEL,COK,1,,6,5,2201.6,360,7191
Multiple carriers,DEL,COK,1,,18,5,2201.6,360,9794
IndiGo,BLR,DEL,0,,1,6,1709.71,120,3943
Jet Airways,CCU,BLR,1,,12,6,2500.36,300,13626
Jet Airways,CCU,BLR,1,1.0,12,5,2500.36,780,9663
Multiple carriers,DEL,COK,1,1.0,15,6,2084.71,540,6093
Jet Airways,BLR,DEL,1,,12,3,1971.87,600,11717
Jet Airways,CCU,BLR,1,,18,5,2500.36,780,14781
Jet Airways,BLR,DEL,0,,3,5,1709.71,120,7229
GoAir,BLR,DEL,0,,1,6,1709.71,120,3898
Jet Airways,DEL,COK,1,,3,6,2201.6,780,14714
Multiple carriers,DEL,COK,1,,27,5,2201.6,540,7005
IndiGo,MAA,CCU,0,,15,6,1387.26,120,3597
SpiceJet,CCU,BLR,0,2.0,18,3,1547.27,120,4413
Multiple carriers,DEL,COK,1,,6,3,2201.6,480,15353
IndiGo,BLR,DEL,0,,1,5,1709.71,120,3943
IndiGo,MAA,CCU,0,,15,3,1387.26,120,6297
IndiGo,BLR,DEL,0,,9,3,1709.71,120,6144
Air India,DEL,COK,2,,21,5,2206.24,1440,12257
Jet Airways,DEL,COK,2,,21,5,2263.95,1380,15129
Jet Airways,DEL,COK,2,1.0,24,6,2206.24,1320,10368
Jet Airways,DEL,COK,2,1.0,9,5,2206.24,540,13029
Air India,CCU,BLR,2,,6,6,2578.2,1380,9416
Air India,DEL,COK,0,,3,6,2048.6,180,6934
Jet Airways,CCU,BLR,1,,21,5,3022.67,1080,11467
Multiple carriers,DEL,COK,1,,3,6,2201.6,600,6795
IndiGo,CCU,BLR,0,,27,3,1547.27,120,5198
Jet Airways,DEL,COK,1,1.0,9,3,2201.6,1500,14053
Vistara,CCU,BLR,1,,1,4,3022.67,960,7927
IndiGo,CCU,BLR,0,,18,3,1547.27,120,4462
GoAir,BLR,DEL,0,,27,4,1709.71,120,5048
Jet Airways,CCU,BLR,1,1.0,24,5,2500.36,1620,10844
Multiple carriers,DEL,COK,1,,3,3,2201.6,540,15411
IndiGo,CCU,BLR,0,,18,3,1547.27,120,4462
Jet Airways,BOM,HYD,0,,27,3,623.54,60,5678
Jet Airways,DEL,COK,1,,6,3,2201.6,1080,15764
Jet Airways,DEL,COK,1,,6,3,2201.6,1260,17024
Air India,BOM,HYD,0,,18,6,623.54,60,3100
Jet Airways,BLR,DEL,0,,1,5,1709.71,180,7229
IndiGo,CCU,BLR,0,,24,4,1547.27,120,4804
Jet Airways,BLR,DEL,0,1.0,24,6,1709.71,180,5769
Air Asia,CCU,BLR,0,,18,3,1547.27,120,4384
Air India,DEL,COK,1,,27,6,2427.24,1500,6587
Jet Airways,BLR,DEL,1,1.0,21,3,1971.87,780,7832
Air India,MAA,CCU,0,,15,3,1387.26,120,7082
SpiceJet,MAA,CCU,0,,15,3,1387.26,120,6300
Jet Airways,CCU,BLR,1,,6,6,2500.36,420,14571
IndiGo,BLR,DEL,0,,27,6,1709.71,120,3943
Multiple carriers,DEL,COK,1,,21,5,2084.71,600,6878
SpiceJet,BOM,HYD,0,2.0,1,4,623.54,60,1965
Vistara,CCU,BLR,1,,21,5,3022.67,1020,9187
Air India,BLR,DEL,0,,24,3,1709.71,120,4441
IndiGo,BLR,DEL,0,,1,3,1709.71,180,10067
IndiGo,DEL,COK,1,,27,6,2201.6,300,5054
Multiple carriers,DEL,COK,1,,6,6,2201.6,900,7005
Jet Airways,CCU,BLR,1,,15,5,3022.67,660,12121
IndiGo,DEL,COK,1,,27,5,2077.09,240,5912
Air Asia,CCU,BLR,1,,1,4,3022.67,660,5192
IndiGo,MAA,CCU,0,,9,6,1387.26,120,3597
Jet Airways,BLR,DEL,0,,9,3,1709.71,120,8016
Air India,BOM,HYD,0,,15,3,623.54,60,2050
SpiceJet,BLR,DEL,0,2.0,21,3,1709.71,120,4839
IndiGo,BOM,HYD,0,,27,5,623.54,60,4049
Vistara,DEL,COK,0,,18,6,2048.6,180,6216
SpiceJet,CCU,BLR,0,2.0,21,6,1547.27,120,3841
SpiceJet,CCU,BLR,0,2.0,15,3,1547.27,120,3815
Air India,BLR,DEL,0,,3,4,1709.71,120,5176
SpiceJet,BOM,HYD,0,,9,5,623.54,60,2017
Vistara,CCU,BLR,1,,9,5,3022.67,1500,9187
Vistara,BLR,DEL,0,,9,3,1709.71,120,11598
Jet Airways,DEL,COK,2,,1,6,2206.24,1020,13014
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,1020,10262
Air India,DEL,COK,2,,9,4,4043.05,1380,9916
Jet Airways,CCU,BLR,1,,24,3,2500.36,1140,14231
Jet Airways,BLR,DEL,0,1.0,15,6,1709.71,120,7229
IndiGo,DEL,COK,1,,27,3,2201.6,480,6316
Air Asia,CCU,BLR,0,,9,3,1547.27,120,4384
Air India,DEL,COK,2,,12,6,4043.05,1560,13381
IndiGo,MAA,CCU,0,,12,5,1387.26,120,4332
Air India,DEL,COK,1,,15,6,2077.09,540,8907
IndiGo,CCU,BLR,0,,12,6,1547.27,120,4804
Air India,DEL,COK,1,,6,3,2201.6,1440,15407
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,1080,12898
Multiple carriers,DEL,COK,1,,27,3,2201.6,480,6883
SpiceJet,MAA,CCU,0,2.0,3,5,1387.26,120,3543
IndiGo,BLR,DEL,0,,6,5,1709.71,120,4284
IndiGo,BOM,HYD,0,,3,5,623.54,60,2437
SpiceJet,CCU,BLR,0,,18,4,1547.27,120,4174
Jet Airways,CCU,BLR,1,,21,5,2500.36,960,14781
Air India,CCU,BLR,2,,21,5,3664.88,960,14960
Jet Airways,BLR,DEL,0,1.0,27,6,1709.71,120,5769
SpiceJet,DEL,COK,1,,24,4,2130.78,240,4812
Vistara,CCU,BLR,1,,18,5,3022.67,960,9345
IndiGo,CCU,BLR,1,,15,5,1547.97,300,4864
IndiGo,MAA,CCU,0,,6,3,1387.26,120,7295
Air India,DEL,COK,2,,12,6,2993.1899999999996,1260,10231
Jet Airways,DEL,COK,1,,1,6,2201.6,300,14714
Jet Airways,DEL,COK,1,,27,3,2201.6,1440,12032
Jet Airways,BLR,DEL,0,1.0,15,4,1709.71,120,4544
Jet Airways,CCU,BLR,1,1.0,15,5,2500.36,660,10844
Vistara,BLR,DEL,1,,3,3,1977.76,300,12476
Jet Airways,BLR,DEL,1,1.0,12,3,1971.87,1560,11087
Air India,DEL,COK,3,,6,6,2971.24,2280,10703
IndiGo,DEL,COK,1,,9,5,2084.71,780,6734
Jet Airways,BLR,DEL,1,1.0,21,3,1971.87,360,7832
Air India,CCU,BLR,2,,1,4,3045.77,1020,11516
IndiGo,MAA,CCU,0,,18,3,1387.26,120,3850
Jet Airways,DEL,COK,2,,9,3,2335.87,840,17229
SpiceJet,CCU,BLR,0,,27,6,1547.27,120,3873
Jet Airways,BOM,HYD,0,1.0,3,4,623.54,60,4160
Multiple carriers,DEL,COK,1,,18,5,2201.6,480,7670
Jet Airways,CCU,BLR,1,1.0,24,3,2500.36,420,10031
Jet Airways,DEL,COK,2,1.0,27,6,2263.95,1380,11150
Jet Airways,BLR,DEL,1,1.0,15,3,1971.87,360,9134
SpiceJet,BLR,DEL,0,,18,5,1709.71,120,4423
Air Asia,CCU,BLR,0,,21,6,1547.27,120,3807
Air India,DEL,COK,1,,21,5,2278.33,1620,7480
IndiGo,BLR,DEL,0,,6,5,1709.71,120,4423
IndiGo,BLR,DEL,0,,18,6,1709.71,180,4823
Vistara,CCU,BLR,1,,24,3,3022.67,1620,12102
Multiple carriers,DEL,COK,1,1.0,6,3,2201.6,600,15342
Jet Airways,CCU,BLR,1,1.0,6,5,2500.36,360,10844
Air India,DEL,COK,1,,12,6,2278.33,1380,7480
Air India,CCU,BLR,1,,1,4,1662.88,540,4227
Air India,DEL,COK,1,,9,6,2278.33,1380,7690
SpiceJet,CCU,BLR,1,,18,5,2311.75,300,8224
Vistara,BLR,DEL,0,,18,4,1709.71,120,5823
Jet Airways,BLR,DEL,1,1.0,15,3,1971.87,540,9134
Jet Airways,BLR,DEL,1,,1,3,1971.87,420,26890
Air India,CCU,BLR,1,,9,6,2500.36,1320,8366
Air India,DEL,COK,1,,1,6,2427.24,1500,7480
Jet Airways,CCU,BLR,1,,12,5,2500.36,360,14781
Air India,CCU,BLR,2,,24,3,3664.88,2460,13990
Air India,DEL,COK,2,,21,3,2955.43,1560,8245
Jet Airways,DEL,COK,1,1.0,24,6,2201.6,540,10262
Jet Airways,CCU,BLR,1,,12,6,2500.36,1320,12739
Multiple carriers,DEL,COK,1,,21,5,2201.6,420,7575
Air India,BLR,DEL,0,,18,3,1709.71,120,11633
Jet Airways,DEL,COK,2,1.0,15,6,2206.24,780,10368
Jet Airways,BLR,DEL,1,,12,3,1971.87,360,13817
Jet Airways,CCU,BLR,1,,24,3,2500.36,480,14231
Jet Airways,BLR,DEL,1,1.0,21,3,1971.87,660,6992
Air India,BLR,DEL,0,,21,6,1709.71,120,6961
Jet Airways,DEL,COK,2,,1,6,2895.09,480,16263
Jet Airways,DEL,COK,1,,27,6,2201.6,300,14714
Multiple carriers,DEL,COK,1,,24,6,2201.6,780,7740
Jet Airways,BLR,DEL,1,1.0,18,3,1971.87,480,11087
Multiple carriers,DEL,COK,1,,21,3,2201.6,420,14486
IndiGo,DEL,COK,1,,21,5,2084.71,360,6442
Air India,CCU,BLR,2,,18,5,2578.2,1800,10361
Air Asia,CCU,BLR,1,,12,5,3022.67,900,5320
Jet Airways,DEL,COK,2,1.0,15,6,2206.24,1560,10368
SpiceJet,CCU,BLR,0,,15,5,1547.27,120,4174
Air India,DEL,COK,1,,21,5,2077.09,840,8151
Jet Airways,DEL,COK,1,,21,3,2201.6,1560,12557
Air India,BLR,DEL,0,,15,6,1709.71,120,6961
Air India,BLR,DEL,0,,9,4,1709.71,120,4441
SpiceJet,BOM,HYD,0,,15,3,623.54,60,2753
SpiceJet,CCU,BLR,0,2.0,6,4,1547.27,120,3841
Air India,DEL,COK,1,,6,4,2077.09,960,5022
Air India,DEL,COK,0,,6,6,2048.6,120,5201
Air India,DEL,COK,0,,3,6,2048.6,180,6934
IndiGo,CCU,BLR,1,,1,4,1654.62,240,5699
Vistara,BLR,DEL,0,,27,6,1709.71,120,5088
Multiple carriers,DEL,COK,1,,21,3,2201.6,600,8601
IndiGo,CCU,BLR,1,,15,5,2051.69,240,11319
IndiGo,BOM,HYD,0,,9,3,623.54,60,3838
Jet Airways,CCU,BLR,1,,12,5,2500.36,960,14388
Jet Airways,DEL,COK,2,1.0,15,6,2232.34,1620,10824
Jet Airways,DEL,COK,1,1.0,6,4,2201.6,360,5177
Jet Airways,DEL,COK,1,,27,6,2201.6,420,14714
Jet Airways,CCU,BLR,1,,12,6,2500.36,660,13626
Air India,DEL,COK,2,,24,6,4043.05,1440,13381
Air India,DEL,COK,2,,9,3,2671.33,1440,18211
Multiple carriers,DEL,COK,2,,21,3,2292.0699999999997,480,6653
Jet Airways,CCU,BLR,1,,12,5,2500.36,540,14781
Air India,CCU,BLR,2,,6,5,3097.4700000000003,900,11458
Jet Airways,CCU,BLR,1,1.0,9,6,2500.36,780,10844
IndiGo,BOM,HYD,0,,24,5,623.54,60,3342
Jet Airways,DEL,COK,1,1.0,24,6,2201.6,1080,10262
IndiGo,MAA,CCU,0,,24,6,1387.26,120,5277
Air India,BLR,DEL,0,,24,3,1709.71,120,4441
SpiceJet,MAA,CCU,0,2.0,3,5,1387.26,120,3543
Air India,BLR,DEL,1,,6,3,1971.87,300,13912
Multiple carriers,DEL,COK,1,,27,5,2201.6,720,9315
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,300,10262
Air India,DEL,COK,2,,27,6,2955.43,1560,12199
IndiGo,MAA,CCU,0,,27,5,1387.26,120,5277
Air India,CCU,BLR,2,,12,6,1683.75,1140,6117
IndiGo,BLR,DEL,0,,24,3,1709.71,120,5734
Air Asia,DEL,COK,1,,6,3,2077.09,660,8627
Multiple carriers,DEL,COK,1,,15,6,2201.6,780,6795
IndiGo,DEL,COK,0,,21,5,2048.6,180,5601
Jet Airways,BLR,DEL,0,,21,4,1709.71,180,7229
IndiGo,DEL,COK,1,,9,5,2201.6,600,8330
IndiGo,BLR,DEL,0,,3,5,1709.71,120,4823
Jet Airways,CCU,BLR,1,,24,3,2500.36,1560,13759
Air India,DEL,COK,2,,12,6,2263.95,1560,10231
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,1380,12898
Jet Airways,BLR,DEL,1,,6,3,1971.87,240,19225
Jet Airways,BOM,HYD,0,1.0,27,5,623.54,60,4995
IndiGo,DEL,COK,1,,12,6,2084.71,300,5298
Jet Airways,DEL,COK,2,1.0,21,3,2232.34,1920,9254
Jet Airways,DEL,COK,1,1.0,6,4,2201.6,300,5177
Vistara,CCU,BLR,1,,21,5,3022.67,1620,9345
Jet Airways,CCU,BLR,1,1.0,6,5,2500.36,420,10844
Air India,DEL,COK,2,,3,3,2600.67,1500,15428
IndiGo,DEL,COK,1,,21,5,2201.6,300,7255
Jet Airways,DEL,COK,1,1.0,21,5,2201.6,1620,12898
IndiGo,BLR,DEL,1,,1,3,1740.3,240,8707
Jet Airways,DEL,COK,1,1.0,3,6,2201.6,1080,10262
Jet Airways,CCU,BLR,1,,6,5,3022.67,840,13067
Jet Airways,DEL,COK,1,1.0,6,6,2201.6,1380,10262
Air India,CCU,BLR,0,,9,4,1547.27,120,4460
Jet Airways,CCU,BLR,1,,24,5,2500.36,540,14571
Air India,DEL,COK,2,,9,6,2263.95,1380,10178
SpiceJet,MAA,CCU,0,,1,3,1387.26,120,7718
Jet Airways,DEL,COK,1,,21,5,2201.6,600,16376
Jet Airways,BOM,HYD,0,,6,6,623.54,60,5678
Multiple carriers,DEL,COK,1,,9,5,2201.6,480,9103
Jet Airways,DEL,COK,1,,6,6,2201.6,900,14714
SpiceJet,DEL,COK,1,,24,6,2278.33,360,5583
IndiGo,BLR,DEL,0,,24,4,1709.71,120,4823
Jet Airways,BLR,DEL,0,1.0,15,4,1709.71,180,4544
Air Asia,DEL,COK,1,,18,5,2077.09,300,8759
Air Asia,DEL,COK,1,,24,6,2077.09,300,6152
Jet Airways,BLR,DEL,1,1.0,18,3,1971.87,1320,11087
Air India,CCU,BLR,2,,6,6,3295.61,720,11432
SpiceJet,CCU,BLR,0,2.0,27,3,1547.27,120,3815
Vistara,CCU,BLR,1,,1,4,3022.67,960,8662
Jet Airways,BLR,DEL,1,,6,3,1971.87,1380,17261
IndiGo,CCU,BLR,1,,9,4,1654.62,240,4860
Air India,DEL,COK,2,,3,3,2955.43,1560,13442
Vistara,BOM,HYD,1,,6,3,2404.77,420,12395
Air India,CCU,BLR,1,,15,5,1654.62,1440,6528
IndiGo,DEL,COK,1,,1,6,2201.6,960,6314
IndiGo,DEL,COK,1,,9,4,2201.6,840,6270
Jet Airways,DEL,COK,1,,6,6,2201.6,1380,14714
Multiple carriers,DEL,COK,1,,15,6,2201.6,600,9359
Air India,DEL,COK,0,,9,4,2048.6,180,6724
Jet Airways,DEL,COK,1,1.0,24,6,2201.6,1200,10262
Vistara,BLR,DEL,0,,21,5,1709.71,120,4668
IndiGo,DEL,COK,2,,6,3,2292.0699999999997,540,6610
SpiceJet,MAA,CCU,0,,15,5,1387.26,120,3597
IndiGo,CCU,BLR,0,,9,3,1547.27,120,4462
Air India,DEL,COK,1,,6,3,2278.33,1620,12677
Multiple carriers,DEL,COK,1,,1,3,2201.6,900,23170
IndiGo,CCU,BLR,0,,6,6,1547.27,120,4804
Multiple carriers,DEL,COK,1,,27,5,2201.6,720,6795
Air India,CCU,BLR,1,,18,5,1547.97,1500,7662
Air India,DEL,COK,2,,6,6,2229.75,1080,12751
Jet Airways,BOM,HYD,1,,6,3,2404.77,1200,19595
Vistara,BLR,DEL,0,,9,3,1709.71,120,7975
Jet Airways,CCU,BLR,1,,18,5,2500.36,300,14781
Jet Airways,CCU,BLR,1,,9,5,2500.36,720,14781
Jet Airways,CCU,BLR,1,1.0,24,3,2500.36,1560,10031
Jet Airways,CCU,BLR,1,1.0,9,6,2500.36,300,10844
Jet Airways,BLR,DEL,0,1.0,9,5,1709.71,180,3502
Jet Airways,DEL,COK,2,,1,6,2232.34,1080,13292
Jet Airways,CCU,BLR,1,,6,6,3022.67,1620,14151
SpiceJet,BOM,HYD,0,,1,3,623.54,60,12475
Jet Airways,DEL,COK,1,,3,6,2201.6,900,14714
Multiple carriers,DEL,COK,1,,24,5,2201.6,360,8283
Jet Airways,BLR,DEL,1,1.0,12,3,1971.87,720,11087
Jet Airways,CCU,BLR,1,1.0,21,5,2500.36,300,10844
IndiGo,DEL,COK,1,,24,6,2201.6,360,5883
Air India,BLR,DEL,2,,15,3,3206.37,600,7664
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,1200,12898
Jet Airways,DEL,COK,1,1.0,12,6,2201.6,1200,10262
Jet Airways,CCU,BLR,1,,15,5,3022.67,540,13067
IndiGo,CCU,BLR,0,,18,3,1547.27,120,4462
Jet Airways,BOM,HYD,0,,27,6,623.54,60,5678
Jet Airways,CCU,BLR,1,,21,5,2500.36,300,14388
Jet Airways,DEL,COK,1,,3,6,2201.6,960,14714
IndiGo,CCU,BLR,0,,27,5,1547.27,120,4804
Air India,DEL,COK,2,,9,5,2263.95,1560,11281
Jet Airways,CCU,BLR,1,1.0,24,3,2500.36,660,11134
Air India,BOM,HYD,2,,12,3,2512.12,780,11647
Jet Airways,CCU,BLR,1,1.0,9,6,3022.67,1680,10539
Multiple carriers,DEL,COK,1,,1,6,2201.6,660,12192
Air India,BLR,DEL,0,,24,4,1709.71,120,6121
Jet Airways,CCU,BLR,1,,24,3,2500.36,540,13759
Multiple carriers,DEL,COK,1,,27,3,2201.6,900,6427
IndiGo,BLR,DEL,0,,9,4,1709.71,120,3943
IndiGo,BLR,DEL,0,,12,5,1709.71,120,4284
IndiGo,DEL,COK,1,,9,3,2077.09,300,8147
Jet Airways,BLR,DEL,0,1.0,12,5,1709.71,180,3502
IndiGo,BOM,HYD,0,,15,3,623.54,60,3342
IndiGo,BLR,DEL,0,,21,3,1709.71,120,5734
SpiceJet,CCU,BLR,1,,6,6,2311.75,300,8224
SpiceJet,DEL,COK,1,,6,3,2278.33,300,9748
Jet Airways,DEL,COK,2,1.0,21,3,2263.95,1980,8834
GoAir,CCU,BLR,1,,6,5,2842.31,420,7102
